case_id,split,validation_status,query,expected_answer,query_profile,marketing_domain,analysis_task,business_objective,funnel_stage,metric_family,scope_type,temporal_granularity,difficulty,evidence_type,answer_mode,language_style,risk_types,campaign_ref
lexical.c0119.exact-name,holdout,auto_validated,[넥스트웨어] 여름 컬렉션 | 리드 생성 | 2025-04 | C0119 캠페인 찾아줘,[넥스트웨어] 여름 컬렉션 | 리드 생성 | 2025-04 | C0119은 816908c9-924d-58b8-b6cc-6ac4600b2f7b이며 기간은 2025-04-02부터 2025-06-30까지입니다.,lexical_identifier,entity_governance,entity_resolution,lead_generation,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0119
lexical.c0120.external-ref,holdout,auto_validated,외부 광고 캠페인 SYN-GOO-000120가 어떤 캠페인이야?,[넥스트웨어] 온라인 클래스 | 재구매 활성화 | 2025-04 | C0120은 07091264-e9d7-5d86-9a7c-1663d62916a6이며 기간은 2025-04-16부터 2025-07-14까지입니다.,lexical_identifier,entity_governance,entity_resolution,retention,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0120
lexical.c0121.campaign-code,tune,auto_validated,C0121 캠페인의 이름과 기간을 찾아줘,[오로라] 프리미엄 플랜 | 신규 고객 확보 | 2025-04 | C0121은 68fe6000-91ac-5f47-8828-aa58d42c8aad이며 기간은 2025-04-30부터 2025-07-28까지입니다.,lexical_identifier,entity_governance,entity_resolution,acquisition,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0121
lexical.c0122.campaign-uuid,tune,auto_validated,캠페인 ID 1d97d65f-3642-5cb1-8bca-ba4fa83e64f2 정보 보여줘,[오로라] 구독 서비스 | 리타게팅 전환 | 2025-05 | C0122은 1d97d65f-3642-5cb1-8bca-ba4fa83e64f2이며 기간은 2025-05-14부터 2025-08-11까지입니다.,lexical_identifier,entity_governance,entity_resolution,retargeting,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0122
lexical.c0123.exact-name,tune,auto_validated,[오로라] 웰컴 키트 | 브랜드 인지도 | 2025-05 | C0123 캠페인 찾아줘,[오로라] 웰컴 키트 | 브랜드 인지도 | 2025-05 | C0123은 40a2ccfe-fd05-50b1-b449-909dc42253a4이며 기간은 2025-05-28부터 2025-08-25까지입니다.,lexical_identifier,entity_governance,entity_resolution,awareness,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0123
lexical.c0124.external-ref,tune,auto_validated,외부 광고 캠페인 SYN-GOO-000124가 어떤 캠페인이야?,[런치파일럿] 모바일 앱 | 앱 설치 성장 | 2025-06 | C0124은 ac84c4b0-70a8-55e5-ab1b-5771f3c04797이며 기간은 2025-06-11부터 2025-09-08까지입니다.,lexical_identifier,entity_governance,entity_resolution,app_growth,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0124
lexical.c0125.campaign-code,tune,auto_validated,C0125 캠페인의 이름과 기간을 찾아줘,[런치파일럿] 체험 패키지 | 리드 생성 | 2025-01 | C0125은 512d310b-acd8-56ad-b06a-bb4aec2b204a이며 기간은 2025-01-08부터 2025-04-07까지입니다.,lexical_identifier,entity_governance,entity_resolution,lead_generation,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0125
lexical.c0126.campaign-uuid,tune,auto_validated,캠페인 ID 240a635f-949f-5f64-a2d0-4879dd385315 정보 보여줘,[런치파일럿] 신제품 | 재구매 활성화 | 2025-01 | C0126은 240a635f-949f-5f64-a2d0-4879dd385315이며 기간은 2025-01-22부터 2025-04-21까지입니다.,lexical_identifier,entity_governance,entity_resolution,retention,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0126
lexical.c0127.exact-name,validation,auto_validated,[모먼트] 여름 컬렉션 | 신규 고객 확보 | 2025-02 | C0127 캠페인 찾아줘,[모먼트] 여름 컬렉션 | 신규 고객 확보 | 2025-02 | C0127은 513fdbfb-b38e-54d2-a681-1ca5cba33777이며 기간은 2025-02-05부터 2025-05-05까지입니다.,lexical_identifier,entity_governance,entity_resolution,acquisition,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0127
lexical.c0128.external-ref,validation,auto_validated,외부 광고 캠페인 SYN-MET-000128가 어떤 캠페인이야?,[모먼트] 온라인 클래스 | 리타게팅 전환 | 2025-02 | C0128은 5ee2219d-ef22-5fea-b45c-614426d63d00이며 기간은 2025-02-19부터 2025-05-19까지입니다.,lexical_identifier,entity_governance,entity_resolution,retargeting,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0128
lexical.c0129.campaign-code,holdout,auto_validated,C0129 캠페인의 이름과 기간을 찾아줘,[모먼트] 프리미엄 플랜 | 브랜드 인지도 | 2025-03 | C0129은 b27cb4fd-b182-57c9-8364-fac7a0852eeb이며 기간은 2025-03-05부터 2025-06-02까지입니다.,lexical_identifier,entity_governance,entity_resolution,awareness,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0129
lexical.c0130.campaign-uuid,holdout,auto_validated,캠페인 ID 367d6571-d923-5b73-8444-cb0737923af1 정보 보여줘,[그로우랩] 구독 서비스 | 앱 설치 성장 | 2025-03 | C0130은 367d6571-d923-5b73-8444-cb0737923af1이며 기간은 2025-03-19부터 2025-06-16까지입니다.,lexical_identifier,entity_governance,entity_resolution,app_growth,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0130
lexical.c0131.exact-name,tune,auto_validated,[그로우랩] 웰컴 키트 | 리드 생성 | 2025-04 | C0131 캠페인 찾아줘,[그로우랩] 웰컴 키트 | 리드 생성 | 2025-04 | C0131은 2eda3be0-1e97-507d-b1a3-9e6b4760d7e7이며 기간은 2025-04-02부터 2025-06-30까지입니다.,lexical_identifier,entity_governance,entity_resolution,lead_generation,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0131
lexical.c0132.external-ref,tune,auto_validated,외부 광고 캠페인 SYN-GOO-000132가 어떤 캠페인이야?,[그로우랩] 모바일 앱 | 재구매 활성화 | 2025-04 | C0132은 961c80c2-a247-55ce-9723-c6d609e889e6이며 기간은 2025-04-16부터 2025-07-14까지입니다.,lexical_identifier,entity_governance,entity_resolution,retention,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0132
lexical.c0133.campaign-code,tune,auto_validated,C0133 캠페인의 이름과 기간을 찾아줘,[리프] 체험 패키지 | 신규 고객 확보 | 2025-04 | C0133은 12eb0310-4a9a-5ff1-af30-930287b04fde이며 기간은 2025-04-30부터 2025-07-28까지입니다.,lexical_identifier,entity_governance,entity_resolution,acquisition,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0133
lexical.c0134.campaign-uuid,tune,auto_validated,캠페인 ID 0268583b-7b93-5ecf-8771-67644adac3c5 정보 보여줘,[리프] 신제품 | 리타게팅 전환 | 2025-05 | C0134은 0268583b-7b93-5ecf-8771-67644adac3c5이며 기간은 2025-05-14부터 2025-08-11까지입니다.,lexical_identifier,entity_governance,entity_resolution,retargeting,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0134
lexical.c0135.exact-name,tune,auto_validated,[리프] 여름 컬렉션 | 브랜드 인지도 | 2025-05 | C0135 캠페인 찾아줘,[리프] 여름 컬렉션 | 브랜드 인지도 | 2025-05 | C0135은 a494871c-3b48-51a5-94fc-d4dfc44eb491이며 기간은 2025-05-28부터 2025-08-25까지입니다.,lexical_identifier,entity_governance,entity_resolution,awareness,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0135
lexical.c0136.external-ref,tune,auto_validated,외부 광고 캠페인 SYN-GOO-000136가 어떤 캠페인이야?,[데일리픽] 온라인 클래스 | 앱 설치 성장 | 2025-06 | C0136은 6d8049d5-b237-58d7-8344-cbb5a54224fa이며 기간은 2025-06-11부터 2025-09-08까지입니다.,lexical_identifier,entity_governance,entity_resolution,app_growth,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0136
lexical.c0137.campaign-code,validation,auto_validated,C0137 캠페인의 이름과 기간을 찾아줘,[데일리픽] 프리미엄 플랜 | 리드 생성 | 2025-01 | C0137은 3d86fbe7-55bc-5210-951f-91541bcbc8d3이며 기간은 2025-01-08부터 2025-04-07까지입니다.,lexical_identifier,entity_governance,entity_resolution,lead_generation,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0137
lexical.c0138.campaign-uuid,validation,auto_validated,캠페인 ID 4b5bcb86-1726-5388-8371-c8de0a0e1e88 정보 보여줘,[데일리픽] 구독 서비스 | 재구매 활성화 | 2025-01 | C0138은 4b5bcb86-1726-5388-8371-c8de0a0e1e88이며 기간은 2025-01-22부터 2025-04-21까지입니다.,lexical_identifier,entity_governance,entity_resolution,retention,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0138
lexical.c0139.exact-name,holdout,auto_validated,[브리즈] 웰컴 키트 | 신규 고객 확보 | 2025-02 | C0139 캠페인 찾아줘,[브리즈] 웰컴 키트 | 신규 고객 확보 | 2025-02 | C0139은 98860f30-a3c7-5d2a-886c-464bddbbf1e6이며 기간은 2025-02-05부터 2025-05-05까지입니다.,lexical_identifier,entity_governance,entity_resolution,acquisition,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0139
lexical.c0140.external-ref,holdout,auto_validated,외부 광고 캠페인 SYN-MET-000140가 어떤 캠페인이야?,[브리즈] 모바일 앱 | 리타게팅 전환 | 2025-02 | C0140은 46a70fb1-e6c8-5982-8e96-36360f28ea12이며 기간은 2025-02-19부터 2025-05-19까지입니다.,lexical_identifier,entity_governance,entity_resolution,retargeting,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0140
lexical.c0141.campaign-code,tune,auto_validated,C0141 캠페인의 이름과 기간을 찾아줘,[브리즈] 체험 패키지 | 브랜드 인지도 | 2025-03 | C0141은 09bf792d-8f72-567f-b411-9cb33e464012이며 기간은 2025-03-05부터 2025-06-02까지입니다.,lexical_identifier,entity_governance,entity_resolution,awareness,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0141
lexical.c0142.campaign-uuid,tune,auto_validated,캠페인 ID 771a43aa-eea4-5700-99ca-ef9ad3fc91d4 정보 보여줘,[스튜디오온] 신제품 | 앱 설치 성장 | 2025-03 | C0142은 771a43aa-eea4-5700-99ca-ef9ad3fc91d4이며 기간은 2025-03-19부터 2025-06-16까지입니다.,lexical_identifier,entity_governance,entity_resolution,app_growth,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0142
lexical.c0143.exact-name,tune,auto_validated,[스튜디오온] 여름 컬렉션 | 리드 생성 | 2025-04 | C0143 캠페인 찾아줘,[스튜디오온] 여름 컬렉션 | 리드 생성 | 2025-04 | C0143은 d4f20510-c721-541f-a560-313d9c1a6229이며 기간은 2025-04-02부터 2025-06-30까지입니다.,lexical_identifier,entity_governance,entity_resolution,lead_generation,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0143
lexical.c0144.external-ref,tune,auto_validated,외부 광고 캠페인 SYN-GOO-000144가 어떤 캠페인이야?,[스튜디오온] 온라인 클래스 | 재구매 활성화 | 2025-04 | C0144은 df86454a-a086-5dc7-91c7-76d4257fcb51이며 기간은 2025-04-16부터 2025-07-14까지입니다.,lexical_identifier,entity_governance,entity_resolution,retention,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0144
lexical.c0145.campaign-code,tune,auto_validated,C0145 캠페인의 이름과 기간을 찾아줘,[플로우] 프리미엄 플랜 | 신규 고객 확보 | 2025-04 | C0145은 deb249c5-f148-5594-9fff-57f1f80093a7이며 기간은 2025-04-30부터 2025-07-28까지입니다.,lexical_identifier,entity_governance,entity_resolution,acquisition,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0145
lexical.c0146.campaign-uuid,tune,auto_validated,캠페인 ID dd2d3a1f-d04e-5bce-a62a-33bee689c5f2 정보 보여줘,[플로우] 구독 서비스 | 리타게팅 전환 | 2025-05 | C0146은 dd2d3a1f-d04e-5bce-a62a-33bee689c5f2이며 기간은 2025-05-14부터 2025-08-11까지입니다.,lexical_identifier,entity_governance,entity_resolution,retargeting,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0146
lexical.c0147.exact-name,validation,auto_validated,[플로우] 웰컴 키트 | 브랜드 인지도 | 2025-05 | C0147 캠페인 찾아줘,[플로우] 웰컴 키트 | 브랜드 인지도 | 2025-05 | C0147은 c3e06779-2dd7-55db-9944-4d62b5d7692d이며 기간은 2025-05-28부터 2025-08-25까지입니다.,lexical_identifier,entity_governance,entity_resolution,awareness,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0147
lexical.c0148.external-ref,validation,auto_validated,외부 광고 캠페인 SYN-GOO-000148가 어떤 캠페인이야?,[넥스트웨어] 모바일 앱 | 앱 설치 성장 | 2025-06 | C0148은 7fcea746-541d-59c9-b525-d6c8db23e741이며 기간은 2025-06-11부터 2025-09-08까지입니다.,lexical_identifier,entity_governance,entity_resolution,app_growth,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0148
lexical.c0149.campaign-code,holdout,auto_validated,C0149 캠페인의 이름과 기간을 찾아줘,[넥스트웨어] 체험 패키지 | 리드 생성 | 2025-01 | C0149은 444aa207-0b19-52d7-95d3-36ed46e7d8ee이며 기간은 2025-01-08부터 2025-04-07까지입니다.,lexical_identifier,entity_governance,entity_resolution,lead_generation,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0149
lexical.c0150.campaign-uuid,holdout,auto_validated,캠페인 ID 71f1f7d5-8b2e-5ec3-9473-85112031a551 정보 보여줘,[넥스트웨어] 신제품 | 재구매 활성화 | 2025-01 | C0150은 71f1f7d5-8b2e-5ec3-9473-85112031a551이며 기간은 2025-01-22부터 2025-04-21까지입니다.,lexical_identifier,entity_governance,entity_resolution,retention,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0150
lexical.c0151.exact-name,tune,auto_validated,[오로라] 여름 컬렉션 | 신규 고객 확보 | 2025-02 | C0151 캠페인 찾아줘,[오로라] 여름 컬렉션 | 신규 고객 확보 | 2025-02 | C0151은 caf79dc9-4ba7-5df7-9ae6-d48b093cd482이며 기간은 2025-02-05부터 2025-05-05까지입니다.,lexical_identifier,entity_governance,entity_resolution,acquisition,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0151
lexical.c0152.external-ref,tune,auto_validated,외부 광고 캠페인 SYN-MET-000152가 어떤 캠페인이야?,[오로라] 온라인 클래스 | 리타게팅 전환 | 2025-02 | C0152은 5daf448c-be85-5a94-895a-e09442bb33a3이며 기간은 2025-02-19부터 2025-05-19까지입니다.,lexical_identifier,entity_governance,entity_resolution,retargeting,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0152
lexical.c0153.campaign-code,tune,auto_validated,C0153 캠페인의 이름과 기간을 찾아줘,[오로라] 프리미엄 플랜 | 브랜드 인지도 | 2025-03 | C0153은 66c9f7f9-585c-569e-a362-218757197ae2이며 기간은 2025-03-05부터 2025-06-02까지입니다.,lexical_identifier,entity_governance,entity_resolution,awareness,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0153
lexical.c0154.campaign-uuid,tune,auto_validated,캠페인 ID 3ecfd1a2-30d1-5f7b-9abb-a535c4f41a8d 정보 보여줘,[런치파일럿] 구독 서비스 | 앱 설치 성장 | 2025-03 | C0154은 3ecfd1a2-30d1-5f7b-9abb-a535c4f41a8d이며 기간은 2025-03-19부터 2025-06-16까지입니다.,lexical_identifier,entity_governance,entity_resolution,app_growth,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0154
lexical.c0155.exact-name,tune,auto_validated,[런치파일럿] 웰컴 키트 | 리드 생성 | 2025-04 | C0155 캠페인 찾아줘,[런치파일럿] 웰컴 키트 | 리드 생성 | 2025-04 | C0155은 2fe6fc5c-7b7f-515d-b70d-89b183d9a789이며 기간은 2025-04-02부터 2025-06-30까지입니다.,lexical_identifier,entity_governance,entity_resolution,lead_generation,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0155
lexical.c0156.external-ref,tune,auto_validated,외부 광고 캠페인 SYN-GOO-000156가 어떤 캠페인이야?,[런치파일럿] 모바일 앱 | 재구매 활성화 | 2025-04 | C0156은 dffcfe68-58cc-5b81-8e6b-efb78821233f이며 기간은 2025-04-16부터 2025-07-14까지입니다.,lexical_identifier,entity_governance,entity_resolution,retention,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0156
lexical.c0157.campaign-code,validation,auto_validated,C0157 캠페인의 이름과 기간을 찾아줘,[모먼트] 체험 패키지 | 신규 고객 확보 | 2025-04 | C0157은 cd6f7ba4-9b11-5795-ad22-3a9b59d0c136이며 기간은 2025-04-30부터 2025-07-28까지입니다.,lexical_identifier,entity_governance,entity_resolution,acquisition,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0157
lexical.c0158.campaign-uuid,validation,auto_validated,캠페인 ID 4cbbdc8f-a7bd-5573-8a44-817aa7168a3a 정보 보여줘,[모먼트] 신제품 | 리타게팅 전환 | 2025-05 | C0158은 4cbbdc8f-a7bd-5573-8a44-817aa7168a3a이며 기간은 2025-05-14부터 2025-08-11까지입니다.,lexical_identifier,entity_governance,entity_resolution,retargeting,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0158
lexical.c0159.exact-name,holdout,auto_validated,[모먼트] 여름 컬렉션 | 브랜드 인지도 | 2025-05 | C0159 캠페인 찾아줘,[모먼트] 여름 컬렉션 | 브랜드 인지도 | 2025-05 | C0159은 d9f511a3-433a-5115-bd55-a89efa2d49d9이며 기간은 2025-05-28부터 2025-08-25까지입니다.,lexical_identifier,entity_governance,entity_resolution,awareness,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0159
lexical.c0160.external-ref,holdout,auto_validated,외부 광고 캠페인 SYN-GOO-000160가 어떤 캠페인이야?,[그로우랩] 온라인 클래스 | 앱 설치 성장 | 2025-06 | C0160은 6c378d79-f3f4-54d9-b031-7599a065ffb2이며 기간은 2025-06-11부터 2025-09-08까지입니다.,lexical_identifier,entity_governance,entity_resolution,app_growth,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0160
lexical.c0161.campaign-code,tune,auto_validated,C0161 캠페인의 이름과 기간을 찾아줘,[그로우랩] 프리미엄 플랜 | 리드 생성 | 2025-01 | C0161은 a6f1b632-ca38-5238-8680-fee36927c20d이며 기간은 2025-01-08부터 2025-04-07까지입니다.,lexical_identifier,entity_governance,entity_resolution,lead_generation,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0161
lexical.c0162.campaign-uuid,tune,auto_validated,캠페인 ID b729a05c-653b-51cd-8ccb-f76f2fbfa0d2 정보 보여줘,[그로우랩] 구독 서비스 | 재구매 활성화 | 2025-01 | C0162은 b729a05c-653b-51cd-8ccb-f76f2fbfa0d2이며 기간은 2025-01-22부터 2025-04-21까지입니다.,lexical_identifier,entity_governance,entity_resolution,retention,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0162
lexical.c0163.exact-name,tune,auto_validated,[리프] 웰컴 키트 | 신규 고객 확보 | 2025-02 | C0163 캠페인 찾아줘,[리프] 웰컴 키트 | 신규 고객 확보 | 2025-02 | C0163은 feee235e-4cf0-596b-a237-2856da7f2774이며 기간은 2025-02-05부터 2025-05-05까지입니다.,lexical_identifier,entity_governance,entity_resolution,acquisition,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0163
lexical.c0164.external-ref,tune,auto_validated,외부 광고 캠페인 SYN-MET-000164가 어떤 캠페인이야?,[리프] 모바일 앱 | 리타게팅 전환 | 2025-02 | C0164은 0467c7b4-5ce7-5616-bd68-a1d6eb4d65b8이며 기간은 2025-02-19부터 2025-05-19까지입니다.,lexical_identifier,entity_governance,entity_resolution,retargeting,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0164
lexical.c0165.campaign-code,tune,auto_validated,C0165 캠페인의 이름과 기간을 찾아줘,[리프] 체험 패키지 | 브랜드 인지도 | 2025-03 | C0165은 610e27e0-b1bc-56c0-8aff-7960cc870918이며 기간은 2025-03-05부터 2025-06-02까지입니다.,lexical_identifier,entity_governance,entity_resolution,awareness,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0165
lexical.c0166.campaign-uuid,tune,auto_validated,캠페인 ID 33fdf6bc-f31c-54c4-9468-f2c215d7fb22 정보 보여줘,[데일리픽] 신제품 | 앱 설치 성장 | 2025-03 | C0166은 33fdf6bc-f31c-54c4-9468-f2c215d7fb22이며 기간은 2025-03-19부터 2025-06-16까지입니다.,lexical_identifier,entity_governance,entity_resolution,app_growth,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0166
lexical.c0167.exact-name,validation,auto_validated,[데일리픽] 여름 컬렉션 | 리드 생성 | 2025-04 | C0167 캠페인 찾아줘,[데일리픽] 여름 컬렉션 | 리드 생성 | 2025-04 | C0167은 426c2b65-3b88-5359-8f69-d3c46c5178b7이며 기간은 2025-04-02부터 2025-06-30까지입니다.,lexical_identifier,entity_governance,entity_resolution,lead_generation,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0167
lexical.c0168.external-ref,validation,auto_validated,외부 광고 캠페인 SYN-GOO-000168가 어떤 캠페인이야?,[데일리픽] 온라인 클래스 | 재구매 활성화 | 2025-04 | C0168은 c7d1eb4c-e621-538a-b7ad-6b0c29060c65이며 기간은 2025-04-16부터 2025-07-14까지입니다.,lexical_identifier,entity_governance,entity_resolution,retention,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0168
lexical.c0169.campaign-code,holdout,auto_validated,C0169 캠페인의 이름과 기간을 찾아줘,[브리즈] 프리미엄 플랜 | 신규 고객 확보 | 2025-04 | C0169은 248b3552-96cf-5359-b5c7-76261edd31bf이며 기간은 2025-04-30부터 2025-07-28까지입니다.,lexical_identifier,entity_governance,entity_resolution,acquisition,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0169
lexical.c0170.campaign-uuid,holdout,auto_validated,캠페인 ID 09bb5b9c-61b6-5873-a9f8-c127bcd24709 정보 보여줘,[브리즈] 구독 서비스 | 리타게팅 전환 | 2025-05 | C0170은 09bb5b9c-61b6-5873-a9f8-c127bcd24709이며 기간은 2025-05-14부터 2025-08-11까지입니다.,lexical_identifier,entity_governance,entity_resolution,retargeting,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0170
lexical.c0171.exact-name,tune,auto_validated,[브리즈] 웰컴 키트 | 브랜드 인지도 | 2025-05 | C0171 캠페인 찾아줘,[브리즈] 웰컴 키트 | 브랜드 인지도 | 2025-05 | C0171은 dd5e3072-cfb5-555d-8681-b4038bfc3b0a이며 기간은 2025-05-28부터 2025-08-25까지입니다.,lexical_identifier,entity_governance,entity_resolution,awareness,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0171
lexical.c0172.external-ref,tune,auto_validated,외부 광고 캠페인 SYN-GOO-000172가 어떤 캠페인이야?,[스튜디오온] 모바일 앱 | 앱 설치 성장 | 2025-06 | C0172은 792697db-753a-5376-ace4-031e5bf775b3이며 기간은 2025-06-11부터 2025-09-08까지입니다.,lexical_identifier,entity_governance,entity_resolution,app_growth,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0172
lexical.c0173.campaign-code,tune,auto_validated,C0173 캠페인의 이름과 기간을 찾아줘,[스튜디오온] 체험 패키지 | 리드 생성 | 2025-01 | C0173은 068ca41d-6575-50a8-bf26-488cd2fa3984이며 기간은 2025-01-08부터 2025-04-07까지입니다.,lexical_identifier,entity_governance,entity_resolution,lead_generation,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0173
lexical.c0174.campaign-uuid,tune,auto_validated,캠페인 ID ec0912e0-10ee-5bb7-9481-bef713254bac 정보 보여줘,[스튜디오온] 신제품 | 재구매 활성화 | 2025-01 | C0174은 ec0912e0-10ee-5bb7-9481-bef713254bac이며 기간은 2025-01-22부터 2025-04-21까지입니다.,lexical_identifier,entity_governance,entity_resolution,retention,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0174
lexical.c0175.exact-name,tune,auto_validated,[플로우] 여름 컬렉션 | 신규 고객 확보 | 2025-02 | C0175 캠페인 찾아줘,[플로우] 여름 컬렉션 | 신규 고객 확보 | 2025-02 | C0175은 4a6c2f3c-38b8-52a7-9586-e93cd5a565a1이며 기간은 2025-02-05부터 2025-05-05까지입니다.,lexical_identifier,entity_governance,entity_resolution,acquisition,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0175
lexical.c0176.external-ref,tune,auto_validated,외부 광고 캠페인 SYN-MET-000176가 어떤 캠페인이야?,[플로우] 온라인 클래스 | 리타게팅 전환 | 2025-02 | C0176은 ac455bc4-0ff5-5235-8df0-4454bf3e918d이며 기간은 2025-02-19부터 2025-05-19까지입니다.,lexical_identifier,entity_governance,entity_resolution,retargeting,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,professional_ko,none,C0176
lexical.c0177.campaign-code,validation,auto_validated,C0177 캠페인의 이름과 기간을 찾아줘,[플로우] 프리미엄 플랜 | 브랜드 인지도 | 2025-03 | C0177은 92660429-e7f8-57a4-9ae9-390c76f38d10이며 기간은 2025-03-05부터 2025-06-02까지입니다.,lexical_identifier,entity_governance,entity_resolution,awareness,not_applicable,entity_metadata,entity_only,none,l1_entity_or_fact,pg_entity,entity_record,keyword_short,none,C0177
